Conference,TopicID,Word,Month,Probability
tourism,2,daughters,Sep,0.0
tourism,2,daughters,Oct,0.0
tourism,2,daughters,Nov,0.010506969
tourism,2,daughters,Dec,0.007565566
tourism,2,relax,Jan,0.009360741
tourism,2,relax,Feb,0.010744657
tourism,2,relax,Mar,0.014385847
tourism,2,relax,Apr,0.008051913
tourism,2,relax,May,0.007824386
tourism,2,relax,Jun,0.009902757
tourism,2,relax,Jul,0.01075694
tourism,2,relax,Aug,0.0065835733
tourism,2,relax,Sep,0.008423426
tourism,2,relax,Oct,0.008072919
tourism,2,relax,Nov,0.0062358626
tourism,2,relax,Dec,0.0
tourism,2,bbrp,Jan,0.0
tourism,2,bbrp,Feb,0.0
tourism,2,bbrp,Mar,0.0087163
tourism,2,bbrp,Apr,0.0
tourism,2,bbrp,May,0.0
tourism,2,bbrp,Jun,0.008692198
tourism,2,bbrp,Jul,0.00669303
tourism,2,bbrp,Aug,0.006420335
tourism,2,bbrp,Sep,0.0
tourism,2,bbrp,Oct,0.0
tourism,2,bbrp,Nov,0.0075271786
tourism,2,bbrp,Dec,0.0066626617
tourism,2,holidays,Jan,0.0068577616
tourism,2,holidays,Feb,0.0
tourism,2,holidays,Mar,0.0
tourism,2,holidays,Apr,0.0
tourism,2,holidays,May,0.0070794057
tourism,2,holidays,Jun,0.008756981
tourism,2,holidays,Jul,0.0
tourism,2,holidays,Aug,0.0
tourism,2,holidays,Sep,0.0
tourism,2,holidays,Oct,0.0
tourism,2,holidays,Nov,0.0
tourism,2,holidays,Dec,0.0
tourism,2,excellent,Jan,0.0
tourism,2,excellent,Feb,0.0
tourism,2,excellent,Mar,0.0
tourism,2,excellent,Apr,0.0
tourism,2,excellent,May,0.0
tourism,2,excellent,Jun,0.0
tourism,2,excellent,Jul,0.0
tourism,2,excellent,Aug,0.0
tourism,2,excellent,Sep,0.0
tourism,2,excellent,Oct,0.0
tourism,2,excellent,Nov,0.007531246
tourism,2,excellent,Dec,0.0
tourism,2,centralfiction,Jan,0.0
tourism,2,centralfiction,Feb,0.0
tourism,2,centralfiction,Mar,0.0
tourism,2,centralfiction,Apr,0.0
tourism,2,centralfiction,May,0.0
tourism,2,centralfiction,Jun,0.0
tourism,2,centralfiction,Jul,0.0
