Conference,TopicID,Word,Month,Probability
tourism,2,centralfiction,Aug,0.0
tourism,2,centralfiction,Sep,0.0
tourism,2,centralfiction,Oct,0.0068713487
tourism,2,centralfiction,Nov,0.0
tourism,2,centralfiction,Dec,0.0
tourism,2,amor,Jan,0.0
tourism,2,amor,Feb,0.0
tourism,2,amor,Mar,0.0
tourism,2,amor,Apr,0.0
tourism,2,amor,May,0.0
tourism,2,amor,Jun,0.0
tourism,2,amor,Jul,0.0
tourism,2,amor,Aug,0.0
tourism,2,amor,Sep,0.0
tourism,2,amor,Oct,0.0
tourism,2,amor,Nov,0.0
tourism,2,amor,Dec,0.006521055
tourism,2,military,Jan,0.0056194556
tourism,2,military,Feb,0.0
tourism,2,military,Mar,0.0
tourism,2,military,Apr,0.0
tourism,2,military,May,0.0
tourism,2,military,Jun,0.0
tourism,2,military,Jul,0.0
tourism,2,military,Aug,0.0
tourism,2,military,Sep,0.0
tourism,2,military,Oct,0.0
tourism,2,military,Nov,0.0
tourism,2,military,Dec,0.0
tourism,2,exeter,Jan,0.0
tourism,2,exeter,Feb,0.006774328
tourism,2,exeter,Mar,0.006850761
tourism,2,exeter,Apr,0.0
tourism,2,exeter,May,0.0
tourism,2,exeter,Jun,0.0
tourism,2,exeter,Jul,0.0
tourism,2,exeter,Aug,0.006447406
tourism,2,exeter,Sep,0.0
tourism,2,exeter,Oct,0.0
tourism,2,exeter,Nov,0.0
tourism,2,exeter,Dec,0.0
